paper_id,doi,title,year,journal,authors,abstract_keywords
1998,10.1016/j.micromeso.2016.06.009,Synthesis of SAPO-18 with low acidic strength and its application in conversion of dimethylether to olefins,2016,,,"['synthesis methods using methyltriethoxysilane', '18 molecular sieves synthesized', 'tpd measurement revealed']"
1999,10.1016/j.micromeso.2016.06.012,"Steam-dealuminated, OSDA-free RHO and KFI-type zeolites as catalysts for the methanol-to-olefins reaction",2016,,,"['made zeolites deactivate rapidly', 'undergo secondary dimerization', 'osdas ), post']"
2000,10.1016/j.micromeso.2016.06.016,Microwave-assisted hydrothermal synthesis of mordenite zeolite: Optimization of synthesis parameters,2016,,,
2001,10.1016/j.micromeso.2016.06.026,"Synthesis of ferrierite by a new combination of co-structure-directing agents: 1,6-bis(N-methylpyrrolidinium)hexane and tetramethylammonium",2016,,,"['chn chemical analyses suggest', 'since even using tma', 'made ferrierite samples indicate']"
2002,10.1016/j.micromeso.2016.07.017,Effect of synthesis conditions on zeolite Beta properties and its performance in vacuum gas oil hydrocracking activity,2016,,,"['vacuum gasoil hydrocracking showed', 'ammonia temperature programmed desorption', 'x ray diffraction']"
2003,10.1016/j.micromeso.2016.08.003,"Syntheses of SSZ-39 and mordenite zeolites with N,N-dialkyl-2,6-dimethyl-piperidinium hydroxide/iodides: Phase-selective syntheses with anions",2016,,,"['maximum pore size', 'adding small amounts', 'mor -> aei']"
2004,10.1016/j.micromeso.2016.08.025,"Adsorption equilibria of CO2 and small hydrocarbons in AEI-, CHA-, STT-, and RRO-type siliceous zeolites",2016,,,"['amount adsorbed depends strongly', '29si mas nmr spectroscopy', 'type materials showed potential']"
2005,10.1016/j.micromeso.2016.08.039,Aberration-corrected STEM analysis of the RHO family of zeolites with embedded isoreticular structures,2016,,,"['main constituent cages', 'beam sensitive materials', 'structural expansion']"
2006,10.1016/j.micromeso.2016.09.002,Rapid synthesis of ZSM-22 zeolites using imidazolium-based ionic liquids as OSDAs in fluoride media,2016,,,"['tetrahedrally coordinated states indicating', 'organic structure directing agents', 'becoming increasingly desirable due']"
2007,10.1016/j.micromeso.2016.09.029,Mechanism on solvent-free crystallization of NaA zeolite,2017,,,"['29si mas nmr techniques', 'xrd patterns show', 'sodium aluminate solids']"
2008,10.1016/j.micromeso.2016.09.033,Microporous pure-silica IZM-2,2017,,,"['would facilitate structural determination', 'highest concentrations giving spherical', 'fully condensed silica moieties']"
2009,10.1016/j.micromeso.2016.09.043,Synthesis of all-silica DDR zeolite in an environment-friendly way,2017,,,
2010,10.1016/j.micromeso.2016.09.045,Ionothermal synthesis and characterization of CoAPO-34 molecular sieve,2017,,,"['pxrd ), thermogravimetric analysis', 'doped aluminophosphate molecular sieve', 'characterized using powder x']"
2011,10.1016/j.micromeso.2016.10.033,Supramolecular chemistry controlled by packing interactions during structure-direction of nanoporous materials: Effect of the addition of methyl groups on ephedrine derivatives,2017,,,"['subsequent methyl groups reduces', 'subsequent methyl groups', 'strong electrostatic repulsion']"
2012,10.1016/j.micromeso.2016.10.040,Insight into seed-assisted template free synthesis of ZSM-5 zeolites,2017,,,"['large complex aggregates showed', 'form fully crystalline zsm', 'synthesize fully crystalline zsm']"
2013,10.1016/j.micromeso.2016.11.013,"Charge density mismatch synthesis of zeolite beta in the presence of tetraethylammonium, tetramethylammonium, and sodium ions: Influence of tetraethylammonium decomposition",2017,,,
2014,10.1016/j.micromeso.2016.11.015,Size-controlled synthesis of hierarchical ferrierite zeolite and its catalytic application in 1-butene skeletal isomerization,2017,,,
2015,10.1016/j.micromeso.2016.11.023,Synthesis of Zr-containing BEC-type germanosilicate with high Lewis acidity,2017,,,"['01m hcl aqueous solution', 'structure via solvothermal treatment', 'vis spectroscopic techniques']"
2016,10.1016/j.micromeso.2016.12.008,Effect of multi-step desilication and dealumination treatments on the performance of hierarchical EU-1 zeolite for converting methanol to olefins,2017,,,"['step sequential treatments succeed', 'steps sequential alkaline', 'solid state nmr']"
2017,10.1016/j.micromeso.2016.12.019,Ultrafast synthesis of thin SAPO-34 zeolite membrane by oil-bath heating,2017,,,"['expensive microwave system', 'regular oven heating', 'different separation applications']"
2018,10.1016/j.micromeso.2017.01.028,Solventless synthesis of AEL-type aluminophosphate molecular sieve from mechanochemically pretreated low-templated reactants,2017,,,
2019,10.1016/j.micromeso.2017.01.040,Synthesis of ZSM-5 aggregates made of zeolite nanocrystals through a simple solvent-free method,2017,,,"['micrometer sized single crystals', '5 zeolite particles composed', 'free synthesis system made']"
2020,10.1016/j.micromeso.2017.02.022,From 1-D to 3-D zeolite structures: performance assessment in catalysis of vapour-phase methanol dehydration to DME,2017,,,"['dme production via vapour', 'causing catalyst deactivation whilst', 'substitution level depending']"
2021,10.1016/j.micromeso.2017.02.034,Synthesis and crystal structure analysis of a novel microporous barium-containing silicate AES-20,2017,,,"['interlayer barium atoms pillaring', 'novel microporous barium', 'ray diffraction data']"
2022,10.1016/j.micromeso.2017.02.060,The effect of H2O/SiO2 ratio in precursor solution on the crystal size and morphology of zeolite ZSM-5,2017,,,"['wider crystal size distribution', 'average crystal size increase', 'crystal size distribution']"
2023,10.1016/j.micromeso.2017.02.064,Investigation of the energetic performance of pure silica BEC-type zeolite under high pressure water and 20 M LiCl intrusion-extrusion experiments,2017,,,"['20m licl aqueous solution', 'extrusion experiments shows clearly', '20m licl solution']"
2024,10.1016/j.micromeso.2017.02.073,Rational seed-directed synthesis of MSE-type zeolites using a simple organic structure-directing agent by extending the composite building unit hypothesis,2017,,,"['unlike previous reports stating', 'relatively better microporosity characteristics', 'composite building unit hypothesis']"
2025,10.1016/j.micromeso.2017.03.014,Direct synthesis of the aluminosilicate form of the small pore CDO zeolite with novel OSDAs and the expanded polymorphs,2017,,,"['organic structure directing agents', 'preliminary catalytic results indicate', 'containing layered cdo precursor']"
2026,10.1016/j.micromeso.2017.03.033,On the synthesis and catalytic cracking properties of Al-ITQ-13 zeolites,2017,,,"['13 zeolite samples synthesized', 'resultant zeolite samples', 'short crystallization time']"
2027,10.1016/j.micromeso.2017.03.052,Single isomerization selectivity of glucose in methanol over Sn-BEC zeolite of homogenous Sn distribution,2017,,,"['synthesis time required', 'rapid synthesis route', '19f mas nmr']"
2028,10.1016/j.micromeso.2017.04.004,ZTS-1 and ZTS-2: Novel intergrowth zeolites with AFX/CHA structure,2017,,,"['synthetic conditions completely different', 'spinning nuclear magnetic resonance', 'resolution transmission electron microscopy']"
2029,10.1016/j.micromeso.2017.04.008,Comparison of the structure-directing effect of ephedrine and pseudoephedrine during crystallization of nanoporous aluminophosphates,2017,,,"['two isomers experimentally observed', 'strong supramolecular aggregation together', 'supramolecular chemistry associated']"
2030,10.1016/j.micromeso.2017.04.026,"High silica zeolite Phi, a CHA type zeolite with ABC-D6R stacking faults",2017,,,
2031,10.1016/j.micromeso.2017.04.035,Insights into the aminothermal crystallization process of SAPO-34 and its comparison with hydrothermal system,2017,,,"['semicrystalline alpo layered phase', 'state nmr techniques', 'aminothermal synthesis reported']"
2032,10.1016/j.micromeso.2017.04.053,K-F zeolite nanocrystals synthesized from organic-template-free precursor mixture,2017,,,"['form secondary spherical particles', 'flattened cuboid shape morphology', 'high crystalline solid yield']"
2033,10.1016/j.micromeso.2017.05.049,"Synthesis and characterization of tin, tin/aluminum, and tin/boron containing MFI zeolites",2017,,,"['situ ir spectroscopy indicate', 'framework possessing lewis acidity', 'boron containing mfi zeolites']"
2034,10.1016/j.micromeso.2017.06.012,"Synthesis, characterization, and catalytic application of hierarchical SAPO-34 zeolite with three-dimensionally ordered mesoporous-imprinted structure",2017,,,"['dimensionally ordered mesoporous carbons', 'dimensionally ordered mesoporous', 'prolonged catalytic lifetime']"
2035,10.1016/j.micromeso.2017.06.017,Fluoride-mediated synthesis of TON and MFI zeolites using 1-butyl-3-methylimidazolium as structure-directing agent,2017,,,"['phase obtained upon reducing', 'intact osda molecules within', 'thermogravimetric analyses showed']"
2036,10.1016/j.micromeso.2017.07.004,ECNU-10 zeolite: A three-dimensional MWW-Type analogue,2017,,,"['3d mww zeolite obtained', 'synthesized using 1', 'structure directing agent']"
2037,10.1016/j.micromeso.2017.07.006,The evolution of titanium species in boron-containing Ti-MWW zeolite during post-treatment revealed by UV resonance Raman spectroscopy,2017,,,"['thoroughly characterize titanium species', 'framework tio6 species transformed', 'active framework tio4 species']"
2038,10.1016/j.micromeso.2017.07.039,Extra large pore opening CFI and DON-type zeosils for mechanical energy storage,2018,,,"['perfect reversible spring behavior', 'larger pore aperture', 'cases rise considerably']"
2039,10.1016/j.micromeso.2017.07.042,Preparation of nanosized SSZ-13 zeolite with enhanced hydrothermal stability by a two-stage synthetic method,2018,,,"['zeolites promises attractive benefits', 'exhibiting equivalent catalytic performance', 'tuned within 50']"
2040,10.1016/j.micromeso.2017.07.050,Nanocrystalline TON-type zeolites synthesized under static conditions,2018,,,"['heterocyclic structure directing agents', 'increased solid concentration used', 'static hydrothermal conditions']"
2041,10.1016/j.micromeso.2017.08.032,Seed-directed synthesis of zincoaluminosilicate MSE-type zeolites using co-precipitated gels with tetraethylammonium hydroxide as a simple organic structure directing agent,2018,,,"['contained homogenously dispersed zinc', 'using zn /( zn', 'synthesis gels containing co']"
2042,10.1016/j.micromeso.2017.08.036,Systematic approaches towards template-free synthesis of EMT-type zeolites,2018,,,"['synthesise pure zeolite emc', 'scanning electron microscopy', 'ray powder diffraction']"
2043,10.1016/j.micromeso.2017.09.011,Synthesis and structure of analcime and analcime-zirconia composite derived from coal fly ash cenospheres,2018,,,"['coal fly ash cenospheres', 'eds ), powder x', 'narrow particle size distribution']"
2044,10.1016/j.micromeso.2017.10.023,Microwave assisted synthesis of MTT-TON intergrowth crystals for the catalytic conversion of naphtha to olefins,2018,,,"['reduced mass transfer limitation', '12h via microwave heating', 'microwave assisted synthesis']"
2045,10.1016/j.micromeso.2017.10.045,"Hydrothermal synthesize of modified Fe, Ag and K-SAPO-34 nanostructured catalysts used in methanol conversion to light olefins",2018,,,"['prepared using hydrothermal treatment', 'ray diffraction patterns indicated', 'resulting catalytic tests showed']"
2046,10.1016/j.micromeso.2017.11.005,Hierarchical zeolite ZSM-58 as shape selective catalyst for methanol-to-olefins reaction,2018,,,"['remarkably narrow product spectrum', 'higher product yields', 'zeolitic ddr topology']"
2047,10.1016/j.micromeso.2017.11.011,"Simultaneous effects of water, TEAOH and morpholine on SAPO-34 synthesis and its performance in MTO process",2018,,,"['total olefins yield', 'tetraethyl ammonium hydroxide', 'strong acid site']"
2048,10.1016/j.micromeso.2017.11.030,"Synthesis and characterization of Ti-STF zeolite using 1,2,3-triethyl-4-methylimidazolium as structure-directing agent",2018,,,"['fluoride route using 1', 'e ., extra', 'diffuse reflectance ultraviolet']"
2049,10.1016/j.micromeso.2017.11.034,Fast preparation of ERI-structure AlPO-17 and SAPO-17 in the presences of isomorphous and heterogeneous seeds,2018,,,"['included twice phase conventions', 'state nmr spectroscopy', 'seeded growth using']"
2050,10.1016/j.micromeso.2017.11.041,Confined-space synthesis of hierarchical MgAPO-11 molecular sieves with good hydroisomerization performance,2018,,,"['well characterized using xrd', 'reversed crystal growth route', 'excellent diffusion properties resulting']"
